filename,question_number,topic,confidence
0607_w20_qp_41.json,5(c),circle theorems,high
0607_w20_qp_41.json,5(d),circle theorems,high
0607_w20_qp_41.json,5(e),circle theorems,high
0607_w20_qp_41.json,5(f),circle theorems,high
0607_w20_qp_41.json,6(a),sequences,high
0607_w20_qp_41.json,6(b),sequences,high
0607_w20_qp_41.json,7(a),functions,high
0607_w20_qp_41.json,7(b),functions,high
0607_w20_qp_41.json,7(c),functions,high
0607_w20_qp_41.json,7(d),inequalities,high
0607_w20_qp_41.json,8(a),trigonometry,high
0607_w20_qp_41.json,8(b),trigonometry,high
0607_w20_qp_41.json,8(c),trigonometry,high
0607_w20_qp_41.json,8(d),trigonometry,high
0607_w20_qp_41.json,9(a)(i),mensuration,high
0607_w20_qp_41.json,9(a)(ii),similarity,high
0607_w20_qp_41.json,9(b)(i),mensuration,high
0607_w20_qp_41.json,9(b)(ii),similarity,high
0607_w20_qp_41.json,10(a),trigonometry,high
0607_w20_qp_41.json,10(b),trigonometry,high
0607_w20_qp_41.json,10(c),trigonometry,high
0607_w20_qp_41.json,10(d),trigonometry,high
0607_w20_qp_41.json,11(a)(i),probability,high
0607_w20_qp_41.json,11(a)(ii),probability,high
0607_w20_qp_41.json,11(b)(i),probability,high
0607_w20_qp_41.json,11(b)(ii),probability,high
0607_w20_qp_41.json,11(b)(iii),probability,high
0607_w20_qp_41.json,11(c)(i),probability,high
0607_w20_qp_41.json,11(c)(ii),probability,high
0607_w20_qp_41.json,12(a),solving linear equations,high
0607_w20_qp_41.json,12(b),solving linear equations,high
0607_w20_qp_41.json,12(c),logarithms,high
0607_w20_qp_41.json,12(d),logarithms,high
0607_w20_qp_42.json,1(a),topics in arithmetic,high
0607_w20_qp_42.json,1(b)(i),topics in arithmetic,high
0607_w20_qp_42.json,1(b)(ii),topics in arithmetic,high
0607_w20_qp_42.json,2(a),transformations,high
0607_w20_qp_42.json,2(b),transformations,high
0607_w20_qp_42.json,2(c),transformations,high
0607_w20_qp_42.json,2(d),transformations,high
0607_w20_qp_42.json,2(e),transformations,high
0607_w20_qp_42.json,3(a),statistics,high
0607_w20_qp_42.json,3(b),statistics,high
0607_w20_qp_42.json,3(c),statistics,high
0607_w20_qp_42.json,3(d),statistics,high
0607_w20_qp_42.json,4(a),functions,high
0607_w20_qp_42.json,4(b),functions,high
0607_w20_qp_42.json,4(c),functions,high
0607_w20_qp_42.json,4(d)(i),functions,high
0607_w20_qp_42.json,4(d)(ii),inequalities,high
0607_w20_qp_42.json,5(a),topics in arithmetic,high
0607_w20_qp_42.json,5(b),topics in arithmetic,high
0607_w20_qp_42.json,5(c),topics in arithmetic,high
0607_w20_qp_42.json,6(a),trigonometry,high
0607_w20_qp_42.json,6(b),trigonometry,high
0607_w20_qp_42.json,6(c),trigonometry,high
0607_w20_qp_42.json,6(d),trigonometry,high
0607_w20_qp_42.json,7(a),straight lines,high
0607_w20_qp_42.json,7(b),straight lines,high
0607_w20_qp_42.json,7(c),straight lines,high
0607_w20_qp_42.json,7(d),straight lines,high
0607_w20_qp_42.json,7(e)(i),straight lines,high
0607_w20_qp_42.json,7(e)(ii),straight lines,high
0607_w20_qp_42.json,7(f),straight lines,high
0607_w20_qp_42.json,8(a),probability,high
0607_w20_qp_42.json,8(b)(i),probability,high
0607_w20_qp_42.json,8(b)(ii),probability,high
0607_w20_qp_42.json,8(c),probability,high
0607_w20_qp_42.json,8(d),probability,high
0607_w20_qp_42.json,9(a)(i),statistics,high
0607_w20_qp_42.json,9(a)(ii),statistics,high
0607_w20_qp_42.json,9(b),statistics,high
0607_w20_qp_42.json,10(a),variation and proportion,high
0607_w20_qp_42.json,10(b),variation and proportion,high
0607_w20_qp_42.json,10(c),variation and proportion,high
0607_w20_qp_42.json,10(d),variation and proportion,high
0607_w20_qp_42.json,11(a),functions,high
0607_w20_qp_42.json,11(b),functions,high
0607_w20_qp_42.json,11(c)(i),functions,high
0607_w20_qp_42.json,11(c)(ii),functions,high
0607_w20_qp_42.json,11(d),functions,high
0607_w20_qp_42.json,11(e),functions,high
0607_w20_qp_42.json,12(a)(i),vectors,high
0607_w20_qp_42.json,12(a)(ii),vectors,high
0607_w20_qp_42.json,12(a)(iii),vectors,high
0607_w20_qp_42.json,12(b),vectors,high
0607_w21_qp_21.json,1(a),topics in arithmetic,high
0607_w21_qp_21.json,1(b),topics in arithmetic,high
0607_w21_qp_21.json,2(a),topics in arithmetic,high
0607_w21_qp_21.json,2(b),topics in arithmetic,high
0607_w21_qp_21.json,3,transformations,medium
0607_w21_qp_21.json,4,statistics,high
0607_w21_qp_21.json,5,solving linear equations,high
0607_w21_qp_21.json,6(a),topics in arithmetic,high
0607_w21_qp_21.json,6(b)(i),exponents and surds,high
0607_w21_qp_21.json,6(b)(ii),exponents and surds,high
0607_w21_qp_21.json,7(a),probability,high
0607_w21_qp_21.json,7(b)(i),probability,high
0607_w21_qp_21.json,7(b)(ii),probability,high
0607_w21_qp_21.json,8,simultaneous equations,high
0607_w21_qp_21.json,9,variation and proportion,high
0607_w21_qp_21.json,10,mensuration,high
0607_w21_qp_21.json,11,exponents and surds,high
0607_w21_qp_21.json,12(a),inequalities,high
0607_w21_qp_21.json,12(b),inequalities,high
0607_w21_qp_21.json,13,solving quadratic equations,medium
0607_w21_qp_21.json,14(a),logarithms,high
0607_w21_qp_21.json,14(b),logarithms,high
0607_w21_qp_22.json,1,topics in arithmetic,high
0607_w21_qp_22.json,2,transformations,high
0607_w21_qp_22.json,3(a),topics in arithmetic,high
0607_w21_qp_22.json,3(b),topics in arithmetic,high
0607_w21_qp_22.json,4,inequalities,high
0607_w21_qp_22.json,5,topics in arithmetic,high
0607_w21_qp_22.json,6,inequalities,high
0607_w21_qp_22.json,7,angles,high
0607_w21_qp_22.json,8,functions,high
0607_w21_qp_22.json,9,mensuration,high
0607_w21_qp_22.json,10(a),sets and Venn diagrams,high
0607_w21_qp_22.json,10(b),sets and Venn diagrams,high
0607_w21_qp_22.json,10(c),sets and Venn diagrams,high
0607_w21_qp_22.json,11,solving linear equations,high
0607_w21_qp_22.json,12,exponents and surds,high
0607_w21_qp_22.json,13,circle theorems,high
0607_w21_qp_22.json,14,exponents and surds,high
0607_w21_qp_22.json,15,solving linear equations,high
0607_w21_qp_22.json,16,expanding and factorising,high
0607_w21_qp_22.json,17,exponents and surds,high
0607_w21_qp_22.json,18,expanding and factorising,high
0607_w21_qp_22.json,19,logarithms,high
0607_w21_qp_22.json,20(a),trigonometry,high
0607_w21_qp_22.json,20(b),trigonometry,high
0607_w21_qp_23.json,1(a),topics in arithmetic,high
0607_w21_qp_23.json,1(b),topics in arithmetic,high
0607_w21_qp_23.json,2,topics in arithmetic,high
0607_w21_qp_23.json,3,topics in arithmetic,high
0607_w21_qp_23.json,4(a),solving linear equations,high
0607_w21_qp_23.json,4(b),solving linear equations,high
0607_w21_qp_23.json,5(a),solving linear equations,high
0607_w21_qp_23.json,5(b),statistics,high
0607_w21_qp_23.json,6(a),exponents and surds,high
0607_w21_qp_23.json,6(b),exponents and surds,high
0607_w21_qp_23.json,7,Pythagoras,high
0607_w21_qp_23.json,8(a),angles,high
0607_w21_qp_23.json,8(b),angles,high
0607_w21_qp_23.json,9,expanding and factorising,high
0607_w21_qp_23.json,10,simultaneous equations,high
0607_w21_qp_23.json,11(a),functions,high
0607_w21_qp_23.json,11(b),functions,high
0607_w21_qp_23.json,12,expanding and factorising,high
0607_w21_qp_23.json,13,probability,high
0607_w21_qp_41.json,1(a),topics in arithmetic,high
0607_w21_qp_41.json,1(b),topics in arithmetic,high
0607_w21_qp_41.json,1(c),topics in arithmetic,high
0607_w21_qp_41.json,2(a)(i),transformations,high
0607_w21_qp_41.json,2(a)(ii),transformations,high
0607_w21_qp_41.json,2(a)(iii),transformations,high
0607_w21_qp_41.json,2(b)(i),transformations,high
0607_w21_qp_41.json,2(b)(ii),transformations,high
0607_w21_qp_41.json,3(a),statistics,high
0607_w21_qp_41.json,3(b),statistics,high
0607_w21_qp_41.json,3(c),statistics,high
0607_w21_qp_41.json,3(d),statistics,high
0607_w21_qp_41.json,3(e),statistics,high
0607_w21_qp_41.json,4(a)(i),statistics,high
0607_w21_qp_41.json,4(a)(ii),statistics,high
0607_w21_qp_41.json,4(a)(iii),statistics,high
0607_w21_qp_41.json,4(a)(iv),statistics,high
0607_w21_qp_41.json,4(b),statistics,high
0607_w21_qp_41.json,5(a),functions,high
0607_w21_qp_41.json,5(b),functions,high
0607_w21_qp_41.json,5(c),functions,high
0607_w21_qp_41.json,5(d),functions,high
0607_w21_qp_41.json,5(e),functions,high
0607_w21_qp_41.json,6(a),statistics,high
0607_w21_qp_41.json,6(b),statistics,high
0607_w21_qp_41.json,6(c),statistics,high
0607_w21_qp_41.json,7(a),sequences,high
0607_w21_qp_41.json,7(b)(i),sequences,high
0607_w21_qp_41.json,7(b)(ii),sequences,high
0607_w21_qp_41.json,7(b)(iii),sequences,high
0607_w21_qp_41.json,8(a),mensuration,high
0607_w21_qp_41.json,8(b),mensuration,high
0607_w21_qp_41.json,8(c),Pythagoras,high
0607_w21_qp_41.json,8(d),trigonometry,high
0607_w21_qp_41.json,8(e),similarity,high
0607_w21_qp_41.json,9(a),simultaneous equations,high
0607_w21_qp_41.json,9(b),solving quadratic equations,high
0607_w21_qp_41.json,10(a),functions,high
0607_w21_qp_41.json,10(b),functions,high
0607_w21_qp_41.json,10(c),functions,high
0607_w21_qp_41.json,10(d),functions,high
0607_w21_qp_41.json,11(a),trigonometry,high
0607_w21_qp_41.json,11(b)(i),trigonometry,high
0607_w21_qp_41.json,11(b)(ii),trigonometry,high
0607_w21_qp_41.json,11(c),trigonometry,high
0607_w21_qp_41.json,12(a)(i),sets and Venn diagrams,high
0607_w21_qp_41.json,12(a)(ii),sets and Venn diagrams,high
0607_w21_qp_41.json,12(b)(i),probability,high
0607_w21_qp_41.json,12(b)(ii),probability,high
0607_w21_qp_41.json,12(b)(iii),probability,high
0607_w21_qp_41.json,13(a),solving linear equations,high
0607_w21_qp_41.json,13(b)(i),functions,high
0607_w21_qp_41.json,13(b)(ii),transformations,high
0607_w21_qp_41.json,13(b)(iii),transformations,high
0607_w21_qp_42.json,1(a)(i),topics in arithmetic,high
0607_w21_qp_42.json,1(a)(ii),topics in arithmetic,high
0607_w21_qp_42.json,1(b)(i),topics in arithmetic,high
0607_w21_qp_42.json,1(b)(ii),topics in arithmetic,high
0607_w21_qp_42.json,2(a),functions,high
0607_w21_qp_42.json,2(b),functions,high
0607_w21_qp_42.json,2(c),functions,high
0607_w21_qp_42.json,2(d),functions,high
0607_w21_qp_42.json,2(e)(i),functions,high
0607_w21_qp_42.json,2(e)(ii),functions,high
0607_w21_qp_42.json,2(f),functions,high
0607_w21_qp_42.json,3(a)(i),sequences,high
0607_w21_qp_42.json,3(a)(ii),sequences,high
0607_w21_qp_42.json,3(b),sequences,high
0607_w21_qp_42.json,4(a)(i),statistics,high
0607_w21_qp_42.json,4(a)(ii),statistics,high
0607_w21_qp_42.json,4(a)(iii),statistics,high
0607_w21_qp_42.json,4(a)(iv),statistics,high
0607_w21_qp_42.json,4(b),statistics,high
0607_w21_qp_42.json,5(a)(i),transformations,high
0607_w21_qp_42.json,5(a)(ii),transformations,high
0607_w21_qp_42.json,5(a)(iii),transformations,high
0607_w21_qp_42.json,5(a)(iv),transformations,high
0607_w21_qp_42.json,5(a)(v),transformations,high
0607_w21_qp_42.json,5(b)(i),transformations,high
0607_w21_qp_42.json,5(b)(ii),transformations,high
0607_w21_qp_42.json,6(a)(i),vectors,high
0607_w21_qp_42.json,6(a)(ii),vectors,high
0607_w21_qp_42.json,6(a)(iii),vectors,high
0607_w21_qp_42.json,6(a)(iv),vectors,high
0607_w21_qp_42.json,6(b)(i),straight lines,high
0607_w21_qp_42.json,6(b)(ii),straight lines,high
0607_w21_qp_42.json,7(a),simultaneous equations,high
0607_w21_qp_42.json,7(b),solving quadratic equations,high
0607_w21_qp_42.json,8(a)(i)(a),functions,high
0607_w21_qp_42.json,8(a)(i)(b),functions,high
0607_w21_qp_42.json,8(a)(ii),functions,high
0607_w21_qp_42.json,8(a)(iii),functions,high
0607_w21_qp_42.json,8(a)(iv),functions,high
0607_w21_qp_42.json,8(a)(v),functions,high
0607_w21_qp_42.json,8(b)(i),exponents and surds,high
0607_w21_qp_42.json,8(b)(ii),functions,high
0607_w21_qp_42.json,9(a),sequences,high
0607_w21_qp_42.json,9(b),variation and proportion,high
0607_w21_qp_42.json,10(a),probability,high
0607_w21_qp_42.json,10(b),probability,high
0607_w21_qp_42.json,11(a),mensuration,high
0607_w21_qp_42.json,11(b)(i),trigonometry,high
0607_w21_qp_42.json,11(b)(ii),trigonometry,high
0607_w21_qp_43.json,1(a)(i),statistics,high
0607_w21_qp_43.json,1(a)(ii),statistics,high
0607_w21_qp_43.json,1(a)(iii),statistics,high
0607_w21_qp_43.json,1(a)(iv),statistics,high
0607_w21_qp_43.json,1(a)(v),statistics,high
0607_w21_qp_43.json,1(b),statistics,high
0607_w21_qp_43.json,2(a),transformations,high
0607_w21_qp_43.json,2(b),transformations,high
0607_w21_qp_43.json,2(c),transformations,high
0607_w21_qp_43.json,2(d),transformations,high
0607_w21_qp_43.json,3(a)(i),topics in arithmetic,high
0607_w21_qp_43.json,3(a)(ii),topics in arithmetic,high
0607_w21_qp_43.json,3(b)(i),topics in arithmetic,high
0607_w21_qp_43.json,3(b)(ii),topics in arithmetic,high
0607_w21_qp_43.json,4(a),straight lines,high
0607_w21_qp_43.json,4(b),straight lines,high
0607_w21_qp_43.json,4(c),straight lines,high
0607_w21_qp_43.json,4(d),straight lines,high
0607_w21_qp_43.json,4(e),straight lines,high
0607_w21_qp_43.json,5(a)(i),variation and proportion,high
0607_w21_qp_43.json,5(a)(ii),variation and proportion,high
0607_w21_qp_43.json,5(b)(i),topics in arithmetic,high
0607_w21_qp_43.json,5(b)(ii),topics in arithmetic,high
0607_w21_qp_43.json,6(a),sets and Venn diagrams,high
0607_w21_qp_43.json,6(b),sets and Venn diagrams,high
0607_w21_qp_43.json,6(c)(i),sets and Venn diagrams,high
0607_w21_qp_43.json,6(c)(ii),sets and Venn diagrams,high
0607_w21_qp_43.json,6(c)(iii),sets and Venn diagrams,high
0607_w21_qp_43.json,6(d),sets and Venn diagrams,high
0607_w21_qp_43.json,7(a)(i),variation and proportion,high
0607_w21_qp_43.json,7(a)(ii),variation and proportion,high
0607_w21_qp_43.json,7(b),variation and proportion,high
0607_w21_qp_43.json,8(a),functions,high
0607_w21_qp_43.json,8(b),functions,high
0607_w21_qp_43.json,8(c),functions,high
0607_w21_qp_43.json,8(d)(i),transformations,high
0607_w21_qp_43.json,8(d)(ii),functions,high
0607_w21_qp_43.json,8(d)(iii),inequalities,high
0607_w21_qp_43.json,9(a),circle theorems,high
0607_w21_qp_43.json,9(b)(i),circle theorems,high
0607_w21_qp_43.json,9(b)(ii),circle theorems,high
0607_w21_qp_43.json,9(b)(iii),circle theorems,high
0607_w21_qp_43.json,9(c),circle theorems,high
0607_w21_qp_43.json,9(d)(i),similarity,high
0607_w21_qp_43.json,9(d)(ii),similarity,high
0607_w21_qp_43.json,10(a),mensuration,high
0607_w21_qp_43.json,10(b),mensuration,high
0607_w21_qp_43.json,10(c),similarity,high
0607_w21_qp_43.json,11(a),trigonometry,high
0607_w21_qp_43.json,11(b),trigonometry,high
0607_w21_qp_43.json,11(c),trigonometry,high
0607_w21_qp_43.json,12(a)(i),solving linear equations,high
0607_w21_qp_43.json,12(a)(ii),inequalities,high
0607_w21_qp_43.json,12(b)(i),solving quadratic equations,high
0607_w21_qp_43.json,12(b)(ii),trigonometry,high
0607_w21_qp_43.json,13(a),probability,high
0607_w21_qp_43.json,13(b)(i),probability,high
0607_w21_qp_43.json,13(b)(ii),probability,high
0607_w21_qp_43.json,13(b)(iii),probability,high
0607_w22_qp_21.json,1(a),topics in arithmetic,high
0607_w22_qp_21.json,1(b),topics in arithmetic,high
0607_w22_qp_21.json,2(a),topics in arithmetic,high
0607_w22_qp_21.json,2(b),topics in arithmetic,high
0607_w22_qp_21.json,3,expanding and factorising,high
0607_w22_qp_21.json,4,mensuration,high
0607_w22_qp_21.json,5,exponents and surds,high
0607_w22_qp_21.json,6(a),exponents and surds,high
0607_w22_qp_21.json,6(b),exponents and surds,high
0607_w22_qp_21.json,7(a),statistics,high
0607_w22_qp_21.json,7(b),statistics,high
0607_w22_qp_21.json,8(a),sequences,high
0607_w22_qp_21.json,8(b),sequences,high
0607_w22_qp_21.json,9(a),angles,high
0607_w22_qp_21.json,9(b),angles,high
0607_w22_qp_21.json,10,straight lines,high
0607_w22_qp_21.json,11(a),solving quadratic equations,high
0607_w22_qp_21.json,11(b),solving linear equations,high
0607_w22_qp_21.json,12,probability,high
0607_w22_qp_21.json,13,logarithms,high
0607_w22_qp_21.json,14,mensuration,high
0607_w22_qp_22.json,1(a),statistics,high
0607_w22_qp_22.json,1(b),statistics,high
0607_w22_qp_22.json,2,angles,high
0607_w22_qp_22.json,3,topics in arithmetic,high
0607_w22_qp_22.json,4(a),exponents and surds,high
0607_w22_qp_22.json,4(b),exponents and surds,high
0607_w22_qp_22.json,5(a),probability,high
0607_w22_qp_22.json,5(b),probability,high
0607_w22_qp_22.json,6,inequalities,high
0607_w22_qp_22.json,7(a),transformations,high
0607_w22_qp_22.json,7(b),transformations,high
0607_w22_qp_22.json,8,exponents and surds,high
0607_w22_qp_22.json,9,variation and proportion,high
0607_w22_qp_22.json,10,trigonometry,high
0607_w22_qp_22.json,11,expanding and factorising,high
0607_w22_qp_22.json,12(a),functions,high
0607_w22_qp_22.json,12(b),functions,high
0607_w22_qp_22.json,13(a),circle theorems,high
0607_w22_qp_22.json,13(b),circle theorems,high
0607_w22_qp_22.json,14,logarithms,high
0607_w22_qp_23.json,1,angles,high
0607_w22_qp_23.json,2,solving linear equations,high
0607_w22_qp_23.json,3,topics in arithmetic,high
0607_w22_qp_23.json,4,topics in arithmetic,high
0607_w22_qp_23.json,5(a),probability,high
0607_w22_qp_23.json,5(b),probability,high
0607_w22_qp_23.json,6,mensuration,high
0607_w22_qp_23.json,7,exponents and surds,high
0607_w22_qp_23.json,8(a),similarity,high
0607_w22_qp_23.json,8(b),similarity,high
0607_w22_qp_23.json,9(a),sets and Venn diagrams,high
0607_w22_qp_23.json,9(b),sets and Venn diagrams,high
0607_w22_qp_23.json,9(c),sets and Venn diagrams,high
0607_w22_qp_23.json,10,solving linear equations,medium
0607_w22_qp_23.json,11(a),circle theorems,high
0607_w22_qp_23.json,11(b),circle theorems,high
0607_w22_qp_23.json,11(c),circle theorems,high
0607_w22_qp_23.json,11(d),circle theorems,high
0607_w22_qp_23.json,12,topics in arithmetic,high
0607_w22_qp_23.json,13(a),expanding and factorising,high
0607_w22_qp_23.json,13(b),expanding and factorising,high
0607_w22_qp_23.json,14,exponents and surds,high
0607_w22_qp_23.json,15,logarithms,high
0607_w22_qp_23.json,16,exponents and surds,high
0607_w22_qp_23.json,17,expanding and factorising,medium
0607_w22_qp_41.json,1(a),transformations,high
0607_w22_qp_41.json,1(b),transformations,high
0607_w22_qp_41.json,1(c),transformations,high
0607_w22_qp_41.json,1(d),transformations,high
0607_w22_qp_41.json,2(a)(i),statistics,high
0607_w22_qp_41.json,2(a)(ii),statistics,high
0607_w22_qp_41.json,2(b),statistics,high
0607_w22_qp_41.json,2(c),straight lines,high
0607_w22_qp_41.json,2(d)(i),straight lines,high
0607_w22_qp_41.json,2(d)(ii),straight lines,high
0607_w22_qp_41.json,2(e),statistics,high
0607_w22_qp_41.json,3(a),topics in arithmetic,high
0607_w22_qp_41.json,3(b)(i),topics in arithmetic,high
0607_w22_qp_41.json,3(b)(ii),topics in arithmetic,high
0607_w22_qp_41.json,3(c),solving linear equations,high
0607_w22_qp_41.json,3(d),topics in arithmetic,high
0607_w22_qp_41.json,4(a),circle theorems,high
0607_w22_qp_41.json,4(b)(i),circle theorems,high
0607_w22_qp_41.json,4(b)(ii),circle theorems,high
0607_w22_qp_41.json,4(b)(iii),circle theorems,high
0607_w22_qp_41.json,4(c)(i),similarity,high
0607_w22_qp_41.json,4(c)(ii),similarity,high
0607_w22_qp_41.json,5(a),functions,high
0607_w22_qp_41.json,5(b),functions,high
0607_w22_qp_41.json,5(c),functions,high
0607_w22_qp_41.json,5(d),functions,high
0607_w22_qp_41.json,5(e),functions,high
0607_w22_qp_41.json,5(f),inequalities,high
0607_w22_qp_41.json,6(a),variation and proportion,high
0607_w22_qp_41.json,6(b),variation and proportion,high
0607_w22_qp_41.json,7(a),simultaneous equations,high
0607_w22_qp_41.json,7(b)(i),functions,high
0607_w22_qp_41.json,7(b)(ii),functions,high
0607_w22_qp_41.json,7(b)(iii),functions,high
0607_w22_qp_41.json,7(b)(iv),functions,high
0607_w22_qp_41.json,8(a),statistics,high
0607_w22_qp_41.json,8(b)(i),statistics,high
0607_w22_qp_41.json,8(b)(ii),statistics,high
0607_w22_qp_41.json,8(c),statistics,high
0607_w22_qp_41.json,8(d),statistics,high
0607_w22_qp_41.json,8(e),statistics,high
0607_w22_qp_41.json,9(a)(i),expanding and factorising,high
0607_w22_qp_41.json,9(a)(ii),expanding and factorising,high
0607_w22_qp_41.json,9(b),expanding and factorising,high
0607_w22_qp_41.json,9(c),solving quadratic equations,high
0607_w22_qp_41.json,10(a)(i),probability,high
0607_w22_qp_41.json,10(a)(ii),probability,high
0607_w22_qp_41.json,10(b),probability,high
0607_w22_qp_41.json,11(a),trigonometry,high
0607_w22_qp_41.json,11(b),trigonometry,high
0607_w22_qp_41.json,11(c),trigonometry,high
0607_w22_qp_41.json,11(d),trigonometry,high
0607_w22_qp_41.json,12(a)(i),exponents and surds,high
0607_w22_qp_41.json,12(a)(ii),exponents and surds,high
0607_w22_qp_41.json,12(b)(i),exponents and surds,high
0607_w22_qp_41.json,12(b)(ii),solving linear equations,high
0607_w22_qp_41.json,12(c)(i),exponents and surds,high
0607_w22_qp_41.json,12(c)(ii),exponents and surds,high
0607_w22_qp_42.json,1(a),topics in arithmetic,high
0607_w22_qp_42.json,1(b)(i),topics in arithmetic,high
0607_w22_qp_42.json,1(b)(ii),topics in arithmetic,high
0607_w22_qp_42.json,2(a),statistics,high
0607_w22_qp_42.json,2(b),statistics,high
0607_w22_qp_42.json,2(c),straight lines,high
0607_w22_qp_42.json,2(d),straight lines,high
0607_w22_qp_42.json,2(e),statistics,high
0607_w22_qp_42.json,3(a),topics in arithmetic,high
0607_w22_qp_42.json,3(b),topics in arithmetic,high
0607_w22_qp_42.json,3(c)(i),topics in arithmetic,high
0607_w22_qp_42.json,3(c)(ii),topics in arithmetic,high
0607_w22_qp_42.json,4(a),straight lines,high
0607_w22_qp_42.json,4(b),straight lines,high
0607_w22_qp_42.json,4(c),straight lines,high
0607_w22_qp_42.json,5(a)(i),statistics,high
0607_w22_qp_42.json,5(a)(ii),statistics,high
0607_w22_qp_42.json,5(b),statistics,high
0607_w22_qp_42.json,5(c),statistics,high
0607_w22_qp_42.json,5(d),statistics,high
0607_w22_qp_42.json,6(a)(i),expanding and factorising,high
0607_w22_qp_42.json,6(a)(ii),expanding and factorising,high
0607_w22_qp_42.json,6(b)(i),solving linear equations,high
0607_w22_qp_42.json,6(b)(ii),solving linear equations,high
0607_w22_qp_42.json,6(c)(i),exponents and surds,high
0607_w22_qp_42.json,6(c)(ii),logarithms,high
0607_w22_qp_42.json,6(c)(iii),solving linear equations,high
0607_w22_qp_42.json,6(d),solving quadratic equations,high
0607_w22_qp_42.json,7(a),mensuration,high
0607_w22_qp_42.json,7(b)(i),mensuration,high
0607_w22_qp_42.json,7(b)(ii),mensuration,high
0607_w22_qp_42.json,8(a),sets and Venn diagrams,high
0607_w22_qp_42.json,8(b)(i),sets and Venn diagrams,high
0607_w22_qp_42.json,8(b)(ii),sets and Venn diagrams,high
0607_w22_qp_42.json,8(b)(iii),sets and Venn diagrams,high
0607_w22_qp_42.json,8(b)(iv),sets and Venn diagrams,high
0607_w22_qp_42.json,9(a),probability,high
0607_w22_qp_42.json,9(b),probability,high
0607_w22_qp_42.json,9(c),probability,high
0607_w22_qp_42.json,9(d),probability,high
0607_w22_qp_42.json,9(e),probability,high
0607_w22_qp_42.json,10(a),trigonometry,high
0607_w22_qp_42.json,10(b),mensuration,high
0607_w22_qp_42.json,10(c),mensuration,high
0607_w22_qp_42.json,10(d),similarity,high
0607_w22_qp_42.json,11(a),functions,high
0607_w22_qp_42.json,11(b),functions,high
0607_w22_qp_42.json,11(c)(i),functions,high
0607_w22_qp_42.json,11(c)(ii),functions,high
0607_w22_qp_42.json,11(c)(iii),functions,high
0607_w22_qp_42.json,11(d)(i),functions,high
0607_w22_qp_42.json,11(d)(ii),inequalities,high
0607_w22_qp_42.json,12(a),expanding and factorising,high
0607_w22_qp_42.json,12(b)(i),sequences,high
0607_w22_qp_42.json,12(b)(ii),expanding and factorising,high
0607_w22_qp_43.json,1(a),transformations,high
0607_w22_qp_43.json,1(b),transformations,high
0607_w22_qp_43.json,1(c),transformations,high
0607_w22_qp_43.json,1(d),transformations,high
0607_w22_qp_43.json,2(a),functions,high
0607_w22_qp_43.json,2(b),functions,high
0607_w22_qp_43.json,2(c),functions,high
0607_w22_qp_43.json,2(d),functions,high
0607_w22_qp_43.json,2(e),functions,high
0607_w22_qp_43.json,2(f)(i),solving quadratic equations,medium
0607_w22_qp_43.json,2(f)(ii),expanding and factorising,high
0607_w22_qp_43.json,3(a),solving linear equations,high
0607_w22_qp_43.json,3(b),simultaneous equations,high
0607_w22_qp_43.json,4,sequences,high
0607_w22_qp_43.json,5(a)(i),topics in arithmetic,high
0607_w22_qp_43.json,5(a)(ii),topics in arithmetic,high
0607_w22_qp_43.json,5(a)(iii),topics in arithmetic,high
0607_w22_qp_43.json,5(b)(i),topics in arithmetic,high
0607_w22_qp_43.json,5(b)(ii),topics in arithmetic,high
0607_w22_qp_43.json,5(c),topics in arithmetic,high
0607_w22_qp_43.json,6(a)(i),vectors,high
0607_w22_qp_43.json,6(a)(ii),vectors,high
0607_w22_qp_43.json,6(a)(iii),vectors,high
0607_w22_qp_43.json,6(b)(i),vectors,high
0607_w22_qp_43.json,6(b)(ii),vectors,high
0607_w22_qp_43.json,6(c),straight lines,high
0607_w22_qp_43.json,7(a)(i),statistics,high
0607_w22_qp_43.json,7(a)(ii),statistics,high
0607_w22_qp_43.json,7(b)(i),statistics,high
0607_w22_qp_43.json,7(b)(ii),statistics,high
0607_w22_qp_43.json,7(b)(iii),statistics,high
0607_w22_qp_43.json,7(b)(iv),statistics,high
0607_w22_qp_43.json,7(c)(i),probability,high
0607_w22_qp_43.json,7(c)(ii),probability,high
0607_w22_qp_43.json,8(a)(i),trigonometry,high
0607_w22_qp_43.json,8(a)(ii),trigonometry,high
0607_w22_qp_43.json,8(b),trigonometry,high
0607_w22_qp_43.json,8(c),trigonometry,high
0607_w22_qp_43.json,8(d),trigonometry,high
0607_w22_qp_43.json,9(a)(i),functions,high
0607_w22_qp_43.json,9(a)(ii),functions,high
0607_w22_qp_43.json,9(a)(iii),functions,high
0607_w22_qp_43.json,9(a)(iv),functions,high
0607_w22_qp_43.json,9(a)(v),functions,high
0607_w22_qp_43.json,9(a)(vi),trigonometry,high
0607_w22_qp_43.json,9(b)(i),functions,high
0607_w22_qp_43.json,9(b)(ii),functions,high
0607_w22_qp_43.json,10(a),variation and proportion,high
0607_w22_qp_43.json,10(b),variation and proportion,high
0607_w23_qp_21.json,1,angles,high
0607_w23_qp_21.json,2(a),statistics,high
0607_w23_qp_21.json,2(b),statistics,high
0607_w23_qp_21.json,3,straight lines,high
0607_w23_qp_21.json,4(a),topics in arithmetic,high
